otu_id	lineage	cancer.txt	control.txt
580026	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia mucosicola	8.439366895209799e-06	1.1778494537976594e-05
44742	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio fairfieldensis	0.0001299513623675374	2.8427276127915703e-05
1197717	k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus;s__Cloacibacillus porcorum	0.0007640950347555533	0.0003499846793389556
1529	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium cadaveris	8.068844264210103e-06	0.0
54005	k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus harei	4.547680651152407e-05	6.0508774060295276e-05
1219626	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus sp. MV1	2.706763989546974e-05	0.0
1624	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus salivarius	0.00016686730896398554	0.00014447272416310747
291645	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii	0.0028045327480265944	0.0007270958751538286
715	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Actinobacillus;s__Actinobacillus pleuropneumoniae	1.7463303791265042e-07	0.0
28134	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella oralis	0.0	8.638109097507935e-07
425254	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Cellulosilyticum;s__Cellulosilyticum ruminicola	5.603121968401589e-07	3.752393313797587e-06
113287	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Pseudoramibacter;s__Pseudoramibacter alactolyticus	1.3113275014552052e-05	2.321317829141985e-06
1535	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;s__[Clostridium] leptum	0.0017062068208050102	0.0014055264800987336
457415	k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Synergistes;s__Synergistes sp. 3_1_syn1	0.0005400173127335168	7.165158187597974e-05
508451	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus taiwanensis	4.486659090762622e-06	6.212813019243518e-07
1262817	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. CAG:524	4.7695730139150065e-05	0.0007833489436749433
1807751	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;s__Bacteroidales bacterium H3	4.875106301830946e-05	4.775531326712231e-05
33968	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc pseudomesenteroides	8.634301738276607e-05	0.00014947630605146236
1262948	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp. CAG:471	0.0011132073314547826	0.0020545850829486747
1262925	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella sp. CAG:386	0.0005774491110445777	0.00013823860951472572
1852370	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellamassilia;s__Prevotellamassilia timonensis	0.001480397853436131	0.0001817092751092874
341220	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Lactonifactor;s__Lactonifactor longoviformis	0.00015671019689621454	0.0001792522170239285
556499	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium acidifaciens	0.000151556633595961	0.00012133123631168408
1744	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium freudenreichii	0.00017160575672967244	0.00023606810475601767
1262693	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp. CAG:268	0.0003483864448221709	0.00016138115158636834
1807729	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;s__Bacteroidales bacterium M1	0.0	4.0001163181086796e-07
1871035	k__Bacteria;p__Firmicutes;g__Negativibacillus;s__Negativibacillus massiliensis	0.0001964394029672191	0.00017474337437920067
860	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium periodonticum	0.00011885284967047263	3.7040446653995295e-05
29388	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus capitis	0.0	0.0
512030	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax;s__Acidovorax sp. NO-1	0.0	3.1733450512933164e-07
1897015	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp. 40_7	0.0026709952706802428	0.001819259736756493
1261	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus anaerobius	0.000315988378947607	7.854250324614611e-06
135080	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__Selenomonas flueggei	3.216704153220217e-06	1.3484823200859018e-05
1580	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus brevis	5.5337905898498814e-06	0.0
1307	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis	4.9464509871859874e-06	6.362652406991196e-07
1105029	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp. ICM39	0.00026348337781940707	0.00020778836717532816
256701	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Micrococcaceae;g__Glutamicibacter;s__Glutamicibacter arilaitensis	0.0	1.475264236050489e-06
1777881	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp. DD13	1.9143498499195317e-06	7.1928549139682785e-06
33934	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus;s__Anoxybacillus flavithermus	0.0	1.3666289190706806e-06
840	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella loescheii	1.8151755599516567e-06	0.0
1262970	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Subdoligranulum;s__Subdoligranulum sp. CAG:314	0.0013225630603625708	0.0007123391520562222
1338	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus intermedius	9.520861242191346e-05	6.764043904086465e-05
936548	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp. ICM47	0.0004361314257358632	0.0007504306240812601
1262952	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus sp. CAG:177	0.021195022833032037	0.014896375709920704
47678	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	0.0033680239091953786	0.002780509152437831
1492	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum	4.5703136349967984e-05	3.2061543610496415e-06
